,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writer,director
16,tt0018054,Thé King ớf Kings,The King of Kings,1927,\N,160,2081.0,True,nm0534221,nm0001124
17,tt0018192,Napoleon,Napoléon vu par Abel Gance,1927,\N,330,7622.0,True,nm0304098,nm0304098
18,tt0018379,7th Heaven,7th Heaven,1927,\N,110,3499.0,True,"nm0834944, nm0322227, nm0385012, nm0129721, nm0615868",nm0097648
19,tt0018684,Beggars of Life,Beggars of Life,\N,1928,100,1093.0,True,"nm0322227, nm0876432",nm0920074
20,tt0018742,The Cameraman,The Cameraman,1928,\N,76,11388.0,True,"nm0115669, nm0513858, nm0267868, nm0090213, nm0604526","nm0000036, nm0781292"
21,tt0018806,The Crowd,The Crowd,\N,1928,98,8197.0,True,"nm0896542, nm0915875, nm0267868, nm0066946",nm0896542
22,tt0019429,Street Angel,Street Angel,1928,\N,102,2314.0,True,"nm0388743, nm0458934, nm0843364",nm0097648
23,tt0019788,Coquette,Coquette,\N,1929,76,2127.0,False,"nm0007973, nm0108697, nm0340599, nm0573865, nm0853130",nm0853130
24,tt0020122,Lucky Star,Lucky Star,1929,\N,100,1308.0,True,"nm0095732, nm0129721, nm0385012, nm0397022, nm0876811",nm0097648
25,tt0020298,Queen Kelly,Queen Kelly,1932,\N,101,3226.0,True,"nm0002233, nm0014703, nm0322227","nm0002233, nm0092915"
26,tt0021409,Under the Roofs of Paris,Sous les toits de Paris,1930,\N,96,2214.0,True,nm0163229,nm0163229
27,tt0021739,La Chienne,La chienne,1931,\N,91,4105.0,True,"nm0478579, nm0719756, nm0320630, nm0610207",nm0719756
28,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,"nm0049721, nm0791217, nm0916811, nm0287124, nm0267020, nm0770337, nm0282984, nm0751246",nm0001843
29,tt0022100,M,M - Eine Stadt sucht einen Mörder,1931,\N,117,152166.0,True,"nm0902376, nm0000485, nm0414825",nm0000485
30,tt0022436,Street Scene,Street Scene,1931,\N,80,1738.0,True,nm0723418,nm0896542
31,tt0022550,Waterloo Bridge,Waterloo Bridge,1931,\N,81,2828.0,True,"nm0792845, nm0506349, nm0715723",nm0001843
32,tt0022599,À Nous la Liberté,À nous la liberté,1931,\N,104,4392.0,True,nm0163229,nm0163229
33,tt0023303,One Hour with You,One Hour with You,1932,\N,78,2389.0,True,"nm0773083, nm0710723, nm0545401","nm0002030, nm0523932"
34,tt0023649,Vampyr,Vampyr,1932,\N,75,17361.0,True,"nm0494257, nm0432143, nm0003433",nm0003433
35,tt0023871,Á Sớng ớf Lisbớn,A Canção de Lisboa,1933,\N,85,1432.0,True,"nm0183018, nm0302040",nm0183018
36,tt0023876,Cavalcade,Cavalcade,\N,1933,112,5038.0,False,"nm0075351, nm0002021",nm0515979
37,tt0023937,Pássing Fáncy,Dekigokoro,1933,\N,100,1306.0,True,"nm0407456, nm0654868",nm0654868
38,tt0023943,Bogus Bandits,The Devil's Brother,1933,\N,90,1904.0,True,"nm0534221, nm0780107","nm0736778, nm0730018"
39,tt0023969,Dúck Sớúp,Duck Soup,1933,\N,69,59069.0,True,"nm0436095, nm0748438, nm0790654, nm0674759",nm0564970
40,tt0024184,The Invisible Man,The Invisible Man,1933,\N,71,33562.0,True,"nm0920229, nm0792670, nm0002545, nm0943804",nm0001843
41,tt0024216,King Kong,King Kong,1933,\N,100,83177.0,True,"nm0187256, nm0741656, nm0178260, nm0908624, nm0330390","nm0774325, nm0178260"
42,tt0024617,The Story of Temple Drake,The Story of Temple Drake,\N,1933,70,1448.0,True,"nm0308177, nm0001203, nm0914362",nm0731596
43,tt0024902,Blue Steel,Blue Steel,1934,\N,54,1546.0,False,nm0102908,nm0102908
44,tt0024966,Chápáyév,Chapaev,1934,\N,93,1249.0,True,"nm0298998, nm0298997, nm0890574, nm0890567","nm0890574, nm0890567"
45,tt0025318,It's a Gift,It's a Gift,1934,\N,68,5252.0,True,"nm0192325, nm0568571, nm0001211, nm0083125, nm0107756, nm0337914, nm0750822, nm0801647, nm0809548, nm0919543, nm0922951",nm0572851
46,tt0025410,Little Miss Marker,Little Miss Marker,1934,\N,80,1277.0,True,"nm0750357, nm0513529, nm0375500, nm0499628",nm0355284
47,tt0025455,The Man from Utah,The Man from Utah,1934,\N,55,1108.0,False,nm0663858,nm0102908
48,tt0025898,Tớni,Toni,1935,\N,84,1766.0,True,"nm0719756, nm2365865, nm0251873",nm0719756
49,tt0025913,The Triumph of the Will,Triumph des Willens,1935,\N,114,16974.0,True,"nm0726166, nm0752193, nm1168002",nm0726166
50,tt0026029,Thé 39 Stéps,The 39 Steps,1935,\N,86,55071.0,True,"nm0117955, nm0071657, nm0067308",nm0000033
51,tt0026267,Thé Dáwn Ridér,The Dawn Rider,1935,\N,53,1147.0,False,"nm0636475, nm0102908, nm0869389",nm0102908
52,tt0026529,The Informer,The Informer,\N,1935,91,6255.0,True,"nm0629580, nm0641018",nm0000406
53,tt0027075,A Tale of Two Cities,A Tale of Two Cities,1935,\N,128,5596.0,True,"nm0002042, nm0513744, nm0067103, nm1892772, nm7454408, nm7454409, nm1898835","nm0176699, nm0502752"
54,tt0027118,An Inn in Tokyo,Tôkyô no yado,1935,\N,80,1362.0,True,"nm0033163, nm0407456, nm0654868",nm0654868
55,tt0027438,The Charge of the Light Brigade,The Charge of the Light Brigade,1936,\N,115,4793.0,True,"nm0855139, nm0415004, nm0500284",nm0002031
56,tt0027441,Charlie Chan at the Race Track,Charlie Chan at the Race Track,1936,\N,70,1461.0,True,"nm0000252, nm0517567, nm0522871, nm0107756, nm0253892, nm0081788",nm0401680
57,tt0027652,Fury,Fury,\N,1936,92,12115.0,True,"nm0179993, nm0000485, nm0469915",nm0000485
58,tt0028141,The Prisoner of Shark Island,The Prisoner of Shark Island,1936,\N,96,2159.0,True,nm0425913,nm0000406
59,tt0028212,Sabotage,Sabotage,1936,\N,76,16166.0,True,"nm0175676, nm0071657, nm0067308, nm0801026, nm0256532",nm0000033
60,tt0028355,Theodora Goes Wild,Theodora Goes Wild,1936,\N,94,2458.0,True,"nm0118227, nm2314820",nm0092915
61,tt0028816,Easy Living,Easy Living,1937,\N,88,3417.0,True,"nm0002545, nm0143837",nm0500552
62,tt0028944,The Good Earth,The Good Earth,\N,1937,138,4801.0,True,"nm0421255, nm0805756, nm0921995, nm0118406, nm0547966","nm0281808, nm0939992, nm0532561, nm0291548"
63,tt0029192,Make Way for Tomorrow,Make Way for Tomorrow,1937,\N,91,8144.0,True,"nm0217568, nm0492854, nm0495259, nm0495270, nm0732209",nm0564970
64,tt0029310,Night Múst Fáll,Night Must Fall,1937,\N,116,2497.0,True,"nm0930539, nm0886668",nm0861703
65,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,True,"nm0556945, nm0373511, nm0698989, nm0340799, nm0700717, nm0081748",nm0896542
66,tt0029658,They Won't Forget,They Won't Forget,1937,\N,95,1644.0,True,"nm0338950, nm0744035, nm0437189",nm0503777
67,tt0029747,Wáy Ớút Wést,Way Out West,1937,\N,66,8109.0,True,"nm0422382, nm0736778, nm0012148, nm0663613, nm0395023, nm0427520",nm0395023
68,tt0029844,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,1938,\N,91,1967.0,True,"nm0878494, nm0915875, nm0624714",nm0851537
69,tt0029850,Alexander Nevsky,Aleksandr Nevskiy,1938,\N,112,11088.0,True,"nm0001178, nm0667698","nm0001178, nm0890565"
70,tt0029942,Boys Town,Boys Town,1938,\N,96,5544.0,True,"nm0576046, nm0770196, nm0341178, nm0591774",nm0851537
71,tt0029947,Bringing Up Baby,Bringing Up Baby,1938,\N,102,59515.0,True,"nm0629580, nm0928444",nm0001328
72,tt0030252,Hotel du Nord,Hôtel du Nord,1938,\N,95,2613.0,True,"nm0196407, nm0419986, nm0042179",nm0138893
73,tt0030341,The Lady Vanishes,The Lady Vanishes,1938,\N,96,50707.0,True,"nm0924781, nm0319148, nm0490950",nm0000033
74,tt0031002,Thé Yớúng in Héárt,The Young in Heart,1938,\N,90,1332.0,True,"nm0651585, nm0943782, nm0071657","nm0695456, nm0587277, nm0908831, nm0861703"
75,tt0031149,Charlie Chan in Reno,Charlie Chan in Reno,1939,\N,71,1366.0,True,"nm0405081, nm0712730, nm0448839, nm0943804, nm0081788",nm0287988
76,tt0031210,Dark Victory,Dark Victory,\N,1939,104,10794.0,True,"nm0732452, nm0108108, nm0088602",nm0332539
77,tt0031225,Déstry Ridés Ágáin,Destry Rides Again,1939,\N,95,11094.0,True,"nm0413519, nm0700717, nm0616730, nm0062738",nm0550892
78,tt0031387,The Gorilla,The Gorilla,1939,\N,66,1426.0,False,"nm0817809, nm0416861, nm0799015",nm0245385
79,tt0031477,In Name Only,In Name Only,1939,\N,94,2978.0,True,"nm0792553, nm0108024",nm0188669
80,tt0031507,Jesse James,Jesse James,\N,1939,106,4361.0,True,"nm0425913, nm0288706, nm0448985, nm0518979","nm0454771, nm0191899"
81,tt0031580,The Little Princess,The Little Princess,1939,\N,93,5980.0,True,"nm0384248, nm0274923, nm0122364","nm0782682, nm0485943"
82,tt0031754,On Borrowed Time,On Borrowed Time,1939,\N,99,1896.0,True,"nm0002316, nm0642168, nm0921995, nm0651585, nm0914245",nm0118807
83,tt0031851,Thé Rétúrn ớf Dớctớr X,The Return of Doctor X,1939,\N,62,2157.0,False,"nm0441769, nm0538618",nm0792605
84,tt0031951,Sớn ớf Fránkénstéin,Son of Frankenstein,1939,\N,99,9957.0,True,"nm0791217, nm0178459",nm0498174
85,tt0032138,The Wizard of Oz,The Wizard of Oz,1939,\N,102,382348.0,True,"nm0486538, nm0753249, nm0941138, nm0000875, nm0006085, nm0106505, nm0134284, nm0276252, nm0355095, nm0361971, nm0388755, nm0481618, nm0536941, nm0542534, nm0591774, nm0621790, nm0685265, nm0780833, nm0799015","nm0002030, nm0851537, nm0896542, nm0861703, nm0503777, nm0281808"
86,tt0032143,The Women,The Women,\N,1939,133,13466.0,True,"nm0524403, nm0002616, nm0613848, nm0280234, nm0829330",nm0002030
87,tt0032156,The Story of the Last Chrysanthemum,Zangiku monogatari,1939,\N,143,3600.0,True,"nm0442736, nm0613527, nm0406808",nm0003226
88,tt0032325,Charlie Chan in Panama,Charlie Chan in Panama,\N,1940,67,1365.0,True,"nm0488295, nm0956342, nm0081788, nm0222164",nm0287988
89,tt0032339,A Chump at Oxford,A Chump at Oxford,1939,\N,62,3834.0,True,"nm0736778, nm0012148, nm0003377, nm0491048",nm0332531
90,tt0032390,The Devil Bat,The Devil Bat,1940,\N,68,2946.0,False,"nm0627454, nm0108579",nm0946391
91,tt0032432,"Edison, the Man","Edison, the Man",1940,\N,107,1600.0,True,"nm0421255, nm0285199, nm0770196, nm0124947",nm0113284
92,tt0032484,Foreign Correspondent,Foreign Correspondent,1940,\N,120,19974.0,True,"nm0071657, nm0365661, nm0385264, nm0070361, nm0372942, nm0537363",nm0000033
93,tt0032701,The Letter,The Letter,1940,\N,95,12714.0,True,"nm0560857, nm0462321",nm0943758
94,tt0032762,The Mark of Zorro,The Mark of Zorro,1940,\N,94,9918.0,True,"nm0285218, nm0287124, nm0580648, nm0191547",nm0541149
95,tt0032819,Murder Over New York,Murder Over New York,1940,\N,65,1235.0,True,"nm0956342, nm0081788",nm0480046
96,tt0032981,Remember the Night,Remember the Night,1940,\N,94,5343.0,True,nm0002545,nm0500552
97,tt0033022,Sáps át Séá,Saps at Sea,1940,\N,56,2766.0,True,"nm0736778, nm0012148, nm0695456, nm0003377, nm0491048",nm0235066
98,tt0033045,The Shop Around the Corner,The Shop Around the Corner,\N,1940,99,30968.0,True,"nm0710723, nm0529450, nm0372942",nm0523932
99,tt0033253,The Westerner,The Westerner,\N,1940,100,5663.0,True,"nm0842485, nm0124002, nm0482193, nm0122446, nm0375484, nm0478541, nm0629580",nm0943758
100,tt0033317,Adventures of Captain Marvel,Adventures of Captain Marvel,1941,\N,216,1268.0,True,"nm0203477, nm0355963, nm0372609, nm0688853, nm0794900, nm1304148, nm1791910","nm0936823, nm0257638"
101,tt0033373,Báll ớf Firé,Ball of Fire,1941,\N,111,12007.0,True,"nm0102818, nm0000697, nm0598572",nm0001328
102,tt0033532,All That Money Can Buy,All That Money Can Buy,\N,1941,107,4908.0,True,"nm0070948, nm0869371",nm0226189
103,tt0033717,High Sierra,High Sierra,1941,\N,100,16322.0,True,"nm0001379, nm0122446",nm0909825
104,tt0033787,King of the Zombies,King of the Zombies,1941,\N,67,2150.0,False,nm0447071,nm0946391
105,tt0033873,Man Hunt,Man Hunt,\N,1941,105,5231.0,True,"nm0396716, nm0629580, nm0873707",nm0000485
106,tt0033874,The Man Who Came to Dinner,The Man Who Came to Dinner,1942,\N,112,7446.0,True,"nm0258493, nm0258525, nm0442151, nm0366454",nm0445033
107,tt0034241,Sun Valley Serenade,Sun Valley Serenade,1941,\N,86,1552.0,True,"nm0000252, nm0517567, nm0037734, nm0361837, nm0334986, nm0778818, nm0818328",nm0401680
108,tt0034398,Thé Wớlf Mán,The Wolf Man,1941,\N,70,25976.0,True,nm0802561,nm0905729
109,tt0034493,The Children Are Watching Us,I bambini ci guardano,1944,\N,84,2653.0,True,"nm0899170, nm0536139, nm0953790, nm0290000, nm0315657, nm0001120, nm0598102, nm1389176",nm0001120
110,tt0034862,Holiday Inn,Holiday Inn,1942,\N,100,14436.0,True,"nm0083125, nm0723418, nm0000927, nm0391750, nm0492635, nm0616893, nm0841702","nm0762263, nm0020980"
111,tt0035211,Thé Pridé ớf thé Yánkéés,The Pride of the Yankees,\N,1942,128,10584.0,True,"nm0842485, nm0542534, nm0302904, nm0750357, nm0493071, nm0732452",nm0939992
112,tt0035753,Le Corbeau,Le corbeau,1943,\N,92,9612.0,True,"nm0154438, nm0167241",nm0167241
113,tt0035966,Hangmen Also Die!,Hangmen Also Die!,1943,\N,134,5268.0,True,"nm0106517, nm0000485, nm0923333",nm0000485
114,tt0035979,Heaven Can Wait,Heaven Can Wait,1943,\N,112,10637.0,True,"nm0710723, nm0124224",nm0523932
115,tt0036152,Thé Mémphis Béllé: Á Stớry ớf á Flying Fớrtréss,The Memphis Belle: A Story of a Flying Fortress,\N,1944,45,1606.0,True,"nm0158738, nm0462840, nm0943758",nm0943758
116,tt0036260,Phantom Lady,Phantom Lady,1944,\N,87,4833.0,True,"nm0774441, nm0941280",nm0802563
117,tt0036422,Thank Your Lucky Stars,Thank Your Lucky Stars,1943,\N,127,1863.0,True,"nm0659085, nm0291035, nm0449462, nm0293388, nm0777150",nm0124877
118,tt0036653,Bluebeard,Bluebeard,1944,\N,72,1823.0,False,"nm0513563, nm0299124, nm0312707",nm0880618
119,tt0036716,Cobra Woman,Cobra Woman,1944,\N,71,1101.0,False,"nm0507210, nm0112218, nm0201405",nm0802563
120,tt0036775,Double Indemnity,Double Indemnity,1944,\N,107,151373.0,True,"nm0000697, nm0151452, nm0128906",nm0000697
121,tt0036922,Hollywood Canteen,Hollywood Canteen,1944,\N,124,2160.0,True,nm0202681,nm0202681
122,tt0036962,It Háppénéd Tớmớrrớw,It Happened Tomorrow,1944,\N,85,2308.0,True,"nm0629580, nm0163229, nm0243004, nm0917200, nm0811467, nm0287931, nm0289535",nm0163229
123,tt0037008,Laura,Laura,1944,\N,88,45504.0,True,"nm0143837, nm0237225, nm0388755, nm0718101, nm0488057",nm0695937
124,tt0037017,Lifeboat,Lifeboat,1944,\N,97,28060.0,True,"nm0825705, nm0842485, nm0000033, nm0372942",nm0000033
125,tt0037059,Meet Me in St. Louis,Meet Me in St. Louis,1944,\N,113,22805.0,True,"nm0106505, nm0277943, nm0072639, nm0373511, nm0525067, nm0556945, nm4251617",nm0591486
126,tt0037075,Ministry of Fear,Ministry of Fear,1944,\N,86,7600.0,True,"nm0589316, nm0001294",nm0000485
127,tt0037077,The Miracle of Morgan's Creek,The Miracle of Morgan's Creek,1944,\N,98,7330.0,True,nm0002545,nm0002545
128,tt0037101,"Murder, My Sweet","Murder, My Sweet",1944,\N,95,12955.0,True,"nm0668122, nm0151452",nm0229424
129,tt0037367,This Háppy Brééd,This Happy Breed,1944,\N,115,3263.0,True,"nm0000180, nm0623768, nm0369743, nm0002021",nm0000180
130,tt0037614,The Corn Is Green,The Corn Is Green,1945,\N,115,2845.0,True,"nm0732452, nm0147119, nm0930539",nm0710924
131,tt0037630,Les Dames du Bois de Boulogne,Les dames du Bois de Boulogne,1945,\N,86,4227.0,True,"nm0000975, nm0225784, nm0168413",nm0000975
132,tt0037885,Love Letters,Love Letters,1945,\N,101,1544.0,True,"nm0709446, nm0557398",nm0226189
133,tt0037913,Mildréd Piércé,Mildred Pierce,1945,\N,111,24727.0,True,"nm0532030, nm0128906, nm0001203, nm0344391, nm0540816, nm0682787, nm0877957, nm0928603, nm0932163",nm0002031
134,tt0037939,The Naughty Nineties,The Naughty Nineties,1945,\N,76,1957.0,True,"nm0367060, nm0335471, nm0430578, nm0277333, nm0012148, nm0115669",nm0946391
135,tt0038107,The Southerner,The Southerner,1945,\N,92,3273.0,True,"nm0124947, nm0675081, nm0719756, nm0001203, nm0425913",nm0719756
136,tt0038120,Story of G.I. Joe,Story of G.I. Joe,1945,\N,108,3217.0,True,"nm0040852, nm0256880, nm0829029, nm0071025, nm0494435, nm0701505",nm0920074
137,tt0038238,Johnny in the Clouds,The Way to the Stars,1945,\N,109,1485.0,True,"nm0711905, nm0344645, nm0792553, nm0699875",nm0002190
138,tt0038348,Beauty and the Beast,La belle et la bête,1946,\N,96,25773.0,True,"nm0168413, nm0207305","nm0168413, nm0167496"
139,tt0038589,The Harvey Girls,The Harvey Girls,1946,\N,102,3941.0,True,"nm0069410, nm0193466, nm0186355, nm0641199, nm0710723, nm0887858, nm0011343, nm0341178, nm0710299",nm0796645
140,tt0038700,The Locket,The Locket,1946,\N,85,2567.0,True,"nm0316807, nm0059555",nm0103975
141,tt0038733,Stáirwáy tớ Héávén,A Matter of Life and Death,1946,\N,104,21218.0,True,"nm0003836, nm0696247","nm0003836, nm0696247"
142,tt0038890,"Rome, Open City",Roma città aperta,\N,1945,103,25426.0,True,"nm0024847, nm0000019, nm0744023, nm0175924",nm0744023
143,tt0038965,Somewhere in the Night,Somewhere in the Night,1946,\N,110,2811.0,True,"nm0227481, nm0000581, nm0097286, nm0560857, nm0833448",nm0000581
144,tt0038975,The Spiral Staircase,The Spiral Staircase,1946,\N,83,9752.0,True,"nm0227571, nm0924781",nm0802563
145,tt0039101,Whistle Stop,Whistle Stop,\N,1946,85,1132.0,False,"nm0938288, nm0948634",nm0595804
146,tt0039420,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,1947,\N,104,18151.0,True,"nm0242897, nm0225283",nm0000581
147,tt0039668,Nosotros los pobres,Nosotros los pobres,1948,\N,128,1034.0,True,"nm0327921, nm0735879, nm0211993",nm0735879
148,tt0039676,The October Man,The October Man,\N,1947,95,1260.0,True,nm0001907,nm0001928
149,tt0039737,Pursued,Pursued,1947,\N,101,3148.0,True,nm0124002,nm0909825
150,tt0039822,Le Silence de la Mer,Le silence de la mer,1949,\N,87,4782.0,True,"nm0893736, nm0578483",nm0578483
151,tt0040308,Easter Parade,Easter Parade,1948,\N,103,9453.0,True,"nm0791084, nm0329304, nm0352443, nm0093397",nm0910199
152,tt0040338,The Fallen Idol,The Fallen Idol,1948,\N,95,8372.0,True,"nm0001294, nm0832593, nm0854789",nm0715346
153,tt0040427,He Walked by Night,He Walked by Night,1948,\N,79,5714.0,True,"nm0383421, nm0928108, nm0261400","nm0921288, nm0542649"
154,tt0040495,Johnny Belinda,Johnny Belinda,1948,\N,102,4659.0,True,"nm0902121, nm0898573, nm0364668",nm0624535
155,tt0040506,Key Largo,Key Largo,1948,\N,100,39422.0,True,"nm0112218, nm0001379, nm0027173",nm0001379
156,tt0040843,The Street with No Name,The Street with No Name,1948,\N,91,2910.0,True,"nm0459067, nm0257143",nm0445033
157,tt0041088,Act of Violence,Act of Violence,1948,\N,82,4980.0,True,"nm0724307, nm0949418",nm0003593
158,tt0041113,All the King's Men,All the King's Men,1949,\N,110,14494.0,True,"nm0913014, nm0744035",nm0744035
159,tt0041487,Hớúsé ớf Strángérs,House of Strangers,1949,\N,101,3306.0,True,"nm0948634, nm0917783, nm0000581",nm0000581
160,tt0041507,In the Good Old Summertime,In the Good Old Summertime,1949,\N,102,3645.0,True,"nm0352443, nm0329304, nm0868974, nm0710723, nm0529450, nm0000036",nm0502752
161,tt0041513,Intruder in the Dust,Intruder in the Dust,1949,\N,87,2201.0,True,"nm0001203, nm0534693",nm0113284
162,tt0041699,Stray Dog,Nora inu,1949,\N,122,16502.0,True,"nm0452878, nm0000041",nm0000041
163,tt0042192,All About Eve,All About Eve,1950,\N,138,127110.0,True,"nm0000581, nm0650581",nm0000581
164,tt0042286,Broken Arrow,Broken Arrow,1950,\N,93,8380.0,True,"nm0036433, nm0540816, nm0087581",nm0202681
165,tt0042648,Kiss Tomorrow Goodbye,Kiss Tomorrow Goodbye,1950,\N,102,1983.0,True,"nm0113689, nm0566752",nm0235066
166,tt0042742,Mister 880,Mister 880,1950,\N,90,1519.0,True,"nm0728307, nm0571306",nm0332539
167,tt0042792,No Way Out,No Way Out,1950,\N,106,4931.0,True,"nm0000581, nm0760488, nm0948634",nm0000581
168,tt0042876,Rashomon,Rashômon,1950,\N,88,161820.0,True,"nm0015611, nm0000041, nm0368074",nm0000041
169,tt0042898,The Rocking Horse Winner,The Rocking Horse Winner,\N,1949,91,1137.0,True,"nm0492692, nm0670874",nm0670874
170,tt0042906,La Ronde,La ronde,1950,\N,93,5243.0,True,"nm0774217, nm0622148, nm0649097",nm0649097
171,tt0042958,Scandal,Shûbun,1950,\N,104,3890.0,True,"nm0452878, nm0000041",nm0000041
172,tt0043014,Súnsét Blvd.,Sunset Blvd.,1950,\N,110,213309.0,True,"nm0102818, nm0000697, nm0551261",nm0000697
173,tt0043041,Three Came Home,Three Came Home,1950,\N,106,1835.0,True,"nm0425913, nm0445201",nm0624535
174,tt0043286,Angels in the Outfield,Angels in the Outfield,1951,\N,99,2314.0,True,"nm0174823, nm0455510, nm0920216",nm0113284
175,tt0043338,Ace in the Hole,Ace in the Hole,1951,\N,111,34375.0,True,"nm0000697, nm0760488, nm0628305, nm0221528",nm0000697
176,tt0043757,Lost Continent,Lost Continent,1951,\N,83,1497.0,False,"nm0484479, nm0949363, nm0359034",nm0627864
177,tt0043873,Has Anybody Seen My Gal,Has Anybody Seen My Gal,1952,\N,88,1448.0,True,"nm0254754, nm0692108",nm0802862
178,tt0043879,On Dangerous Ground,On Dangerous Ground,1951,\N,82,6857.0,True,"nm0080135, nm0712947, nm0124926","nm0526946, nm0712947"
179,tt0043918,Thé Littlé Wớrld ớf Dớn Cámillớ,Don Camillo,1952,\N,107,4348.0,True,"nm0345363, nm0245213, nm0054748, nm0080755",nm0245213
180,tt0043927,La Poison,La poison,1951,\N,85,1262.0,True,nm0347589,nm0347589
181,tt0044314,5 Fingers,5 Fingers,1952,\N,108,4598.0,True,"nm0933858, nm0610559, nm0000581",nm0000581
182,tt0044418,Big Jim McLáin,Big Jim McLain,1952,\N,90,2109.0,False,"nm0070948, nm0335455, nm0257669, nm0852338, nm0680474, nm1260004",nm0524995
183,tt0044420,The Big Trees,The Big Trees,1952,\N,89,1611.0,False,"nm0878605, nm0916139, nm0247252",nm0270765
184,tt0044602,Fanfan la Tulipe,Fanfan la tulipe,1952,\N,102,2972.0,True,"nm0923941, nm0266364, nm0160108, nm0419986",nm0160108
185,tt0044750,"Invasion, U.S.A.","Invasion, U.S.A.",\N,1952,73,1462.0,False,"nm0809731, nm0776456",nm0337586
186,tt0044937,My Cớúsin Ráchél,My Cousin Rachel,\N,1952,98,2759.0,True,"nm0425913, nm0238898",nm0467396
187,tt0045102,Room for One More,Room for One More,1952,\N,98,2301.0,True,"nm0741439, nm0789520, nm0741249",nm0851537
188,tt0045201,Thé Strángér in Bétwéén,Hunted,1952,\N,84,1030.0,True,"nm0565251, nm0926525",nm0187769
189,tt0045205,Sudden Fear,Sudden Fear,1952,\N,110,5993.0,True,"nm0168829, nm0809731, nm0792720, nm0001076",nm0588183
190,tt0045465,99 River Street,99 River Street,\N,1953,83,2842.0,True,"nm0809731, nm0958424, nm0439597, nm0668361",nm0439597
191,tt0045518,Arrowhead,Arrowhead,1953,\N,105,1399.0,False,"nm0912766, nm0122446",nm0912766
192,tt0045537,The Band Wagon,The Band Wagon,1953,\N,112,10975.0,True,"nm0173679, nm0337582, nm0181658, nm0503585",nm0591486
193,tt0045554,Welcome Mr. Marshall!,"Bienvenido, Mister Marshall!",1953,\N,78,4153.0,True,"nm0054219, nm0305557, nm0586263",nm0305557
194,tt0045911,Inferno,Inferno,1953,\N,83,1419.0,True,nm0168356,nm0001928
195,tt0046008,Thé Living Désért,The Living Desert,1953,\N,69,1459.0,True,"nm0019282, nm0382548, nm0780799, nm0595654",nm0019282
196,tt0046031,The Man Between,The Man Between,1953,\N,100,1985.0,True,"nm0475823, nm0248161, nm0512933",nm0715346
197,tt0046248,Robot Monster,Robot Monster,1953,\N,66,4924.0,False,nm0649560,nm0875973
198,tt0046511,Journey to Italy,Viaggio in Italia,1954,\N,85,10024.0,True,"nm0104329, nm0744023, nm0171372, nm0682881",nm0744023
